-1.4377476,-1.1780108,-0.31975752,-0.60456216,0.059347365,0.15695769,0.18320785,0.11775111,0.28822005,0.12664354
-0.09855399,0.0074283127,-0.07464643,0.04756653,-0.405939,-0.5842961,-0.21613172,0.030273091,0.11066814,0.01086539
-0.0766873,0.027133262,0.06341183,-0.0030225168,-0.03606075,0.10798859,-0.03743655,0.05774614,-0.045842204,0.0017592262
0.03107771,0.066752434,0.029560475,-0.056617845,-0.04252118,-0.13587217,-0.47872072,-0.07030984,-0.14975947,-0.057241924
0.060413323,0.05458477,0.04218216,-0.0049711764,-0.37518373,-0.87638277,0.013089878,0.089743786,0.05940887,-0.01088387
0.12242523,0.04584093,-0.036370423,-0.09817278,0.18967502,0.19831018,0.040637128,-0.45844322,-0.049021095,0.049997732
0.036224626,0.08150113,-0.023323337,-0.3165081,-0.20084697,0.016332094,0.058840975,0.056105528,0.0707805,-0.029914457
0.20189302,0.18113048,0.20655109,-0.008478797,-0.17806952,-0.22105983,-0.38887656,-0.076502286,-0.26052305,-0.05538558
-0.2945046,0.065180086,0.17482324,0.04944453,0.06895865,0.2204803,0.012621095,0.06064378,-0.47551855,0.0516314
0.12975506,-0.35187712,-0.35947517,-0.07761785,-0.17249657,-1.1033365,-0.14278764,0.20703776,-0.19558775,-0.09644704
0.15858872,0.004068873,-0.42619607,-0.049632866,-0.09715069,0.09867446,-0.029119102,-0.078146055,0.008437535,0.030599507
-0.021760713,0.053028695,-0.035177667,-0.49758768,-2.0003843,0.038094442,0.16392638,0.012684978,0.060188085,0.35496545
0.16853997,-0.023613585,-0.12851943,-0.3301453,-0.21900767,-0.47462505,-1.2812624,-0.10426092,0.14205042,0.08658371
0.026710693,-1.048372,-0.44533157,-0.11973568,0.015297798,-0.014384757,-0.98995596,-0.31175074,-0.12110417,-0.0911519
0.077990144,0.032524843,0.04319905,0.032328032,-0.9820855,-1.095318,-0.13345739,0.036623564,0.14186653,0.07900154
0.045496125,-0.06014219,-0.29292694,-0.1339091,0.10634384,-0.17475209,-0.05421293,-0.22867386,0.0043201875,0.063396595
